code	country	areacode	state	GMT	DST	DST_RANGE	GEOGRAPHIC DESCRIPTION	TZ_CODE
52	MEX	228		-6	Y	FSA-LSO	Jalapa, Ver.bze 	CST
52	MEX	229		-6	Y	FSA-LSO	Veracruz, Ver. 	CST
52	MEX	231		-6	Y	FSA-LSO	Aire Libre La Mina re 	CST
52	MEX	232		-6	Y	FSA-LSO	Arroyo Del Potrero 	CST
52	MEX	233		-6	Y	FSA-LSO	Ayotoxco De Guerrerok 	CST
52	MEX	235		-6	Y	FSA-LSO	Arroyo Hondomxz 	CST
52	MEX	236		-6	Y	FSA-LSO	Ajalpanuxh 	CST
52	MEX	237		-6	Y	FSA-LSO	San Antonio Texcalapr 	CST
52	MEX	238		-6	Y	FSA-LSO	Tehuacán, Pue.zju 	CST
52	MEX	241		-6	Y	FSA-LSO	Apizaco, Tlax.vae 	CST
52	MEX	243		-6	Y	FSA-LSO	Ahuatlanrv 	CST
52	MEX	244		-6	Y	FSA-LSO	Atlixco, Pue.u 	CST
52	MEX	245		-6	Y	FSA-LSO	Atzitzintlam 	CST
52	MEX	246		-6	Y	FSA-LSO	Tlaxcala, Tlax. 	CST
52	MEX	247		-6	Y	FSA-LSO	Huamantlaia 	CST
52	MEX	248		-6	Y	FSA-LSO	San Martín Texmelucan, Pue.ie 	CST
52	MEX	249		-6	Y	FSA-LSO	Acatzingo De Hidalgo 	CST
52	MEX	271		-6	Y	FSA-LSO	Córdoba, Ver.qj 	CST
52	MEX	272		-6	Y	FSA-LSO	Orizaba, Ver.rb 	CST
52	MEX	273		-6	Y	FSA-LSO	Boca Del Monte 	CST
52	MEX	274		-6	Y	FSA-LSO	Acatlan De Perez Figueroaz 	CST
52	MEX	275		-6	Y	FSA-LSO	Acaxtlahuacan De Albino Zertucheci 	CST
52	MEX	276		-6	Y	FSA-LSO	Atlzayancanxj 	CST
52	MEX	278		-6	Y	FSA-LSO	Capilla, Las 	CST
52	MEX	279		-6	Y	FSA-LSO	Acatlanir 	CST
52	MEX	281		-6	Y	FSA-LSO	Loma Bonitanyn 	CST
52	MEX	282		-6	Y	FSA-LSO	Altos, Losrq 	CST
52	MEX	283		-6	Y	FSA-LSO	Abasolo Del Valle 	CST
52	MEX	284		-6	Y	FSA-LSO	Angel R. Cabadagyt 	CST
52	MEX	285		-6	Y	FSA-LSO	Cocuite, Elnjr 	CST
52	MEX	287		-6	Y	FSA-LSO	Benemerito Juarez Palo Gacho yhy 	CST
52	MEX	288		-6	Y	FSA-LSO	Aculag 	CST
52	MEX	294		-6	Y	FSA-LSO	Catemacosbw 	CST
52	MEX	296		-6	Y	FSA-LSO	Antigua, La 	CST
52	MEX	297		-6	Y	FSA-LSO	Alvarado 	CST
52	MEX	311	NAY	-7	Y	FSA-LSO	Tepic, Nay.big 	MST
52	MEX	312		-6	Y	FSA-LSO	Colima, Col.n 	CST
52	MEX	313		-6	Y	FSA-LSO	Augusto Gomez Villanueva Coalatilla	CST
52	MEX	314		-6	Y	FSA-LSO	Manzanillo, Col.jbq 	CST
52	MEX	315		-6	Y	FSA-LSO	Barra De Navidadbe 	CST
52	MEX	316		-6	Y	FSA-LSO	Ayutlagj 	CST
52	MEX	317		-6	Y	FSA-LSO	Ahuacapanmrk 	CST
52	MEX	319	NAY	-7	Y	FSA-LSO	Boquita, Lamya 	MST
52	MEX	321		-6	Y	FSA-LSO	Ayuquilaej 	CST
52	MEX	322	NAY	-7	Y	FSA-LSO	Puerto Vallarta, Jal.b 	MST
52	MEX	323	NAY	-7	Y	FSA-LSO	Amapartd 	MST
52	MEX	324	NAY	-7	Y	FSA-LSO	Ahuacatlanbm 	MST
52	MEX	325	NAY	-7	Y	FSA-LSO	Acaponetaeyw 	MST
52	MEX	326		-6	Y	FSA-LSO	Atemajac De Brizuela 	CST
52	MEX	327	NAY	-7	Y	FSA-LSO	Amado Nervo El Conde	MST
52	MEX	328		-6	Y	FSA-LSO	Capulin, El 	CST
52	MEX	329	NAY	-7	Y	FSA-LSO	Buceriasq 	MST
52	MEX	330		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	331		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	332		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	333		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	334		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	335		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	336		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	337		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	338		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	339		-6	Y	FSA-LSO	Guadalajara, Jal. y Zonas Conurbadastbh  	CST
52	MEX	341		-6	Y	FSA-LSO	Ciudad Guzmán, Jal. 	CST
52	MEX	342		-6	Y	FSA-LSO	Sayulaq 	CST
52	MEX	343		-6	Y	FSA-LSO	Ejutla 	CST
52	MEX	344		-6	Y	FSA-LSO	Huisquilcoq 	CST
52	MEX	345		-6	Y	FSA-LSO	Ayotlankbe 	CST
52	MEX	346		-6	Y	FSA-LSO	Apulco 	CST
52	MEX	347		-6	Y	FSA-LSO	Mirandillasw 	CST
52	MEX	348		-6	Y	FSA-LSO	Allende 	CST
52	MEX	349		-6	Y	FSA-LSO	Atengo 	CST
52	MEX	351		-6	Y	FSA-LSO	Zamora, Mich. 	CST
52	MEX	352		-6	Y	FSA-LSO	La Piedad, Mich.bt 	CST
52	MEX	353		-6	Y	FSA-LSO	Sahuayo, Mich. 	CST
52	MEX	354		-6	Y	FSA-LSO	Atapanw 	CST
52	MEX	355		-6	Y	FSA-LSO	Carapanipw 	CST
52	MEX	356		-6	Y	FSA-LSO	Charcos, Losa 	CST
52	MEX	357		-6	Y	FSA-LSO	Arado, Locx 	CST
52	MEX	358		-6	Y	FSA-LSO	Garita, Lapb 	CST
52	MEX	359		-6	Y	FSA-LSO	Guandarok 	CST
52	MEX	371		-6	Y	FSA-LSO	Atenquiquex 	CST
52	MEX	372		-6	Y	FSA-LSO	Amacueca 	CST
52	MEX	373		-6	Y	FSA-LSO	Caqada De Las Floresf 	CST
52	MEX	374		-6	Y	FSA-LSO	Amatitanmte 	CST
52	MEX	375		-6	Y	FSA-LSO	Amecak 	CST
52	MEX	376		-6	Y	FSA-LSO	Ajijiccc 	CST
52	MEX	377		-6	Y	FSA-LSO	Coculav 	CST
52	MEX	378		-6	Y	FSA-LSO	Tepatitlan, Jal.a 	CST
52	MEX	381		-6	Y	FSA-LSO	Cojumatlan De Reguleshuj 	CST
52	MEX	382		-6	Y	FSA-LSO	Mazamitla 	CST
52	MEX	383		-6	Y	FSA-LSO	Chavindaiq 	CST
52	MEX	384		-6	Y	FSA-LSO	Ahuisculco 	CST
52	MEX	385		-6	Y	FSA-LSO	Buenavista 	CST
52	MEX	386		-6	Y	FSA-LSO	Ahualulco De Mercadoryd 	CST
52	MEX	387		-6	Y	FSA-LSO	Acatlan De Juarezgr 	CST
52	MEX	388		-6	Y	FSA-LSO	Atenguillo 	CST
52	MEX	389	NAY	-7	Y	FSA-LSO	Milpas Viejasze 	MST
52	MEX	391		-6	Y	FSA-LSO	Atotonilco El Altoak 	CST
52	MEX	392		-6	Y	FSA-LSO	Ocotlán, Jal.v 	CST
52	MEX	393		-6	Y	FSA-LSO	Barca, Lamu 	CST
52	MEX	394		-6	Y	FSA-LSO	Barrio, Elmz 	CST
52	MEX	395		-6	Y	FSA-LSO	San Diego De Alejandriae 	CST
52	MEX	411		-6	Y	FSA-LSO	Calera, La El Canario	CST
52	MEX	412		-6	Y	FSA-LSO	Comonfortk 	CST
52	MEX	413		-6	Y	FSA-LSO	Apaseo El Alto 	CST
52	MEX	414		-6	Y	FSA-LSO	Fuente, Laepi 	CST
52	MEX	415		-6	Y	FSA-LSO	San Miguel de Allende, Gto.y 	CST
52	MEX	417		-6	Y	FSA-LSO	Acambarowyq 	CST
52	MEX	418		-6	Y	FSA-LSO	Adjuntas Del Rio  Las Adjuntas aqe 	CST
52	MEX	419		-6	Y	FSA-LSO	Ajuchitlandec 	CST
52	MEX	421		-6	Y	FSA-LSO	Coroneor 	CST
52	MEX	422		-6	Y	FSA-LSO	Ario De Rosales 	CST
52	MEX	423		-6	Y	FSA-LSO	Ahuirany 	CST
52	MEX	424		-6	Y	FSA-LSO	Bonifacio Moreno  El Aguaje  	CST
52	MEX	425		-6	Y	FSA-LSO	Antunez  Morelos  	CST
52	MEX	426		-6	Y	FSA-LSO	Aguilillaisx 	CST
52	MEX	427		-6	Y	FSA-LSO	Polotitlán, Méx. 	CST
52	MEX	428		-6	Y	FSA-LSO	Carreton, Elnxf 	CST
52	MEX	429		-6	Y	FSA-LSO	Abasoloazi 	CST
52	MEX	431		-6	Y	FSA-LSO	Caqadas De Obregonc 	CST
52	MEX	432		-6	Y	FSA-LSO	Calzada De La Merced, Lawxm 	CST
52	MEX	433		-6	Y	FSA-LSO	Benito Juarezrun 	CST
52	MEX	434		-6	Y	FSA-LSO	Acuitzio Del Canje 	CST
52	MEX	435		-6	Y	FSA-LSO	Angao  Angao De Los Herrera  	CST
52	MEX	436		-6	Y	FSA-LSO	Cantabriaz 	CST
52	MEX	437		-6	Y	FSA-LSO	Atolinga 	CST
52	MEX	438		-6	Y	FSA-LSO	Barranca, Layq 	CST
52	MEX	441		-6	Y	FSA-LSO	Agua Zarcac 	CST
52	MEX	442		-6	Y	FSA-LSO	Querétaro, Qro.iy 	CST
52	MEX	443		-6	Y	FSA-LSO	Morelia, Mich.q 	CST
52	MEX	444		-6	Y	FSA-LSO	San Luis Potosí, S.L.P.qza 	CST
52	MEX	445		-6	Y	FSA-LSO	Moroleón, Gto.wvz 	CST
52	MEX	447		-6	Y	FSA-LSO	Apeopwp 	CST
52	MEX	448		-6	Y	FSA-LSO	Amealcoz 	CST
52	MEX	449		-6	Y	FSA-LSO	Aguascalientes, Ags.n 	CST
52	MEX	451		-6	Y	FSA-LSO	Araron 	CST
52	MEX	452		-6	Y	FSA-LSO	Uruapan, Mich.d 	CST
52	MEX	453		-6	Y	FSA-LSO	Apatzingan De La Constitucione 	CST
52	MEX	454		-6	Y	FSA-LSO	Agua Caliente  Ojo De Agua  	CST
52	MEX	455		-6	Y	FSA-LSO	Alvaro Obregonjrb 	CST
52	MEX	456		-6	Y	FSA-LSO	Cerro Colorado 	CST
52	MEX	457		-6	Y	FSA-LSO	Chalchihuites 	CST
52	MEX	458		-6	Y	FSA-LSO	Barril, El 	CST
52	MEX	459		-6	Y	FSA-LSO	Caracuaro De Morelos 	CST
52	MEX	461		-6	Y	FSA-LSO	Celaya, Gto.xad 	CST
52	MEX	462		-6	Y	FSA-LSO	Irapuato, Gto.hhm 	CST
52	MEX	463		-6	Y	FSA-LSO	Huanuscoub 	CST
52	MEX	464		-6	Y	FSA-LSO	Salamanca, Gto.ur 	CST
52	MEX	465		-6	Y	FSA-LSO	Carbonerasz 	CST
52	MEX	466		-6	Y	FSA-LSO	Cupareoyu 	CST
52	MEX	467		-6	Y	FSA-LSO	Apozold 	CST
52	MEX	468		-6	Y	FSA-LSO	Covadongathp 	CST
52	MEX	469		-6	Y	FSA-LSO	Atarjea, Lawmc 	CST
52	MEX	471		-6	Y	FSA-LSO	Acuitzeramow 	CST
52	MEX	472		-6	Y	FSA-LSO	Aguas Buenast 	CST
52	MEX	473		-6	Y	FSA-LSO	Guanajuato, Gto.u 	CST
52	MEX	474		-6	Y	FSA-LSO	Lagos de Moreno, Jal.n 	CST
52	MEX	475		-6	Y	FSA-LSO	Bajio De San Josegs 	CST
52	MEX	476		-6	Y	FSA-LSO	Caqada De Negrosmzx 	CST
52	MEX	477		-6	Y	FSA-LSO	León, Gto. 	CST
52	MEX	478		-6	Y	FSA-LSO	General Enrique Estrada 	CST
52	MEX	481		-6	Y	FSA-LSO	Ciudad Valles, S.L.P.jn 	CST
52	MEX	482		-6	Y	FSA-LSO	Agua Buenar 	CST
52	MEX	483		-6	Y	FSA-LSO	Chalchocoyoqi 	CST
52	MEX	485		-6	Y	FSA-LSO	Bledosejg 	CST
52	MEX	486		-6	Y	FSA-LSO	Armadillo De Los Infanteh 	CST
52	MEX	487		-6	Y	FSA-LSO	Arroyo Secomw 	CST
52	MEX	488		-6	Y	FSA-LSO	Cedral 	CST
52	MEX	489		-6	Y	FSA-LSO	Ahuacatlanchi 	CST
52	MEX	492		-6	Y	FSA-LSO	Zacatecas, Zac.yk 	CST
52	MEX	493		-6	Y	FSA-LSO	Fresnillo, Zac. 	CST
52	MEX	494		-6	Y	FSA-LSO	Cargadero, Elcr 	CST
52	MEX	495		-6	Y	FSA-LSO	Calvillo 	CST
52	MEX	496		-6	Y	FSA-LSO	Amarillas De Esparza  Amarillas p 	CST
52	MEX	498		-6	Y	FSA-LSO	Boquilla De Arriba 	CST
52	MEX	499		-6	Y	FSA-LSO	Atitanacdp 	CST
52	MEX	550		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	551		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	552		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	553		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	554		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	555		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	556		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	557		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	558		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	559		-6	Y	FSA-LSO	Ciudad de México, D.F. y Zonas Conurbadasub 	CST
52	MEX	588		-6	Y	FSA-LSO	Arana, Los 	CST
52	MEX	591		-6	Y	FSA-LSO	Praderas Del Potrero 	CST
52	MEX	592		-6	Y	FSA-LSO	Jaltepec 	CST
52	MEX	593		-6	Y	FSA-LSO	Coyotepec 	CST
52	MEX	594		-6	Y	FSA-LSO	San Marcos Nepantla, Méx.khq 	CST
52	MEX	595		-6	Y	FSA-LSO	Texcoco, Méx.edd 	CST
52	MEX	596		-6	Y	FSA-LSO	Reyes Acozac, Losr 	CST
52	MEX	597		-6	Y	FSA-LSO	Amecameca De Juarezkp 	CST
52	MEX	599		-6	Y	FSA-LSO	Apaxco De Ocampoun 	CST
52	MEX	612	BCS	-7	Y	FSA-LSO	La Paz, B.C.S.fj 	MST
52	MEX	613	BCS	-7	Y	FSA-LSO	Ciudad Constituciona 	MST
52	MEX	614	CHIH	-7	Y	FSA-LSO	Chihuahua, Chih.ns 	MST
52	MEX	615	BCS	-7	Y	FSA-LSO	Bahia Asuncionnu 	MST
52	MEX	616	BC	-8	Y	FSA-LSO	Camalun 	PST
52	MEX	618		-6	Y	FSA-LSO	Durango, Dgo.tkn 	CST
52	MEX	621	CHIH	-7	Y	FSA-LSO	Julimese 	MST
52	MEX	622	SON	-7	N		Guaymas, Son.yw 	MST
52	MEX	623	SON	-7	N		Aconchi 	MST
52	MEX	624	BCS	-7	Y	FSA-LSO	San José del Cabo, B.C.S.sqd 	MST
52	MEX	625	CHIH	-7	Y	FSA-LSO	Ciudad Cuauhtémoc, Chih.x 	MST
52	MEX	626	CHIH	-7	Y	FSA-LSO	Manuel Benavidesu 	MST
52	MEX	627	CHIH	-7	Y	FSA-LSO	Parral, Chih. 	MST
52	MEX	628	CHIH	-7	Y	FSA-LSO	Mariano Matamorosgjt 	MST
52	MEX	629	CHIH	-7	Y	FSA-LSO	Ceballoskp 	MST
52	MEX	631	SON	-7	N		Nogales, Son. 	MST
52	MEX	632	SON	-7	N		Imurisb 	MST
52	MEX	633	SON	-7	N		Agua Prietag 	MST
52	MEX	634	SON	-7	N		Abanico, Elt 	MST
52	MEX	635	CHIH	-7	Y	FSA-LSO	Areponapuchim 	MST
52	MEX	636	CHIH	-7	Y	FSA-LSO	Ascensionb 	MST
52	MEX	637	SON	-7	N		Altar 	MST
52	MEX	638	SON	-7	N		Choya, Latp 	MST
52	MEX	639	CHIH	-7	Y	FSA-LSO	Ciudad Delicias, Chih.mfj 	MST
52	MEX	641	SON	-7	N		Benjamin Hillnde 	MST
52	MEX	642	SON	-7	N		Navojoa, Son.ir 	MST
52	MEX	643	SON	-7	N		Agua Blancawmi 	MST
52	MEX	644	SON	-7	N		Ciudad Obregón, Son.kx 	MST
52	MEX	645	SON	-7	N		Bacoachimcj 	MST
52	MEX	646	BC	-8	Y	FSA-LSO	Ensenada, B.C.tt 	PST
52	MEX	647	SON	-7	N		Alamosk 	MST
52	MEX	648	CHIH	-7	Y	FSA-LSO	Boquilla De Babisas  La Boquilla De Conchos  	MST
52	MEX	649	CHIH	-7	Y	FSA-LSO	Baborigame 	MST
52	MEX	651	SON	-7	N		Sonoitakhk 	MST
52	MEX	652	CHIH	-7	Y	FSA-LSO	Largo, El 	MST
52	MEX	653	SON	-7	N		San Luis Río Colorado, Son.sym 	MST
52	MEX	656	CHIH	-7	Y	FSA-LSO	Ciudad Juárez, Chih. 	MST
52	MEX	658	BC	-8	Y	FSA-LSO	Ciudad Morelos  Cuervos t 	PST
52	MEX	659	CHIH	-7	Y	FSA-LSO	Abraham Gonzalez 	MST
52	MEX	661	BC	-8	Y	FSA-LSO	Playas De Rosarito 	PST
52	MEX	662	SON	-7	N		Hermosillo, Son.vkv 	MST
52	MEX	664	BC	-8	Y	FSA-LSO	Tijuana, B.C.j 	PST
52	MEX	665	BC	-8	Y	FSA-LSO	Tecatese 	PST
52	MEX	667	SIN	-7	Y	FSA-LSO	Culiacán, Sin.j 	MST
52	MEX	668	SIN	-7	Y	FSA-LSO	Los Mochis, Sin.qx 	MST
52	MEX	669	SIN	-7	Y	FSA-LSO	Mazatlán, Sin. 	MST
52	MEX	671		-6	Y	FSA-LSO	Cuencame De Ceniceros  Cuencame ah 	CST
52	MEX	672	SIN	-7	Y	FSA-LSO	Altatajm 	MST
52	MEX	673	SIN	-7	Y	FSA-LSO	Benito Juareznv 	MST
52	MEX	674		-6	Y	FSA-LSO	Canelas 	CST
52	MEX	675		-6	Y	FSA-LSO	Cieneguilla 	CST
52	MEX	676		-6	Y	FSA-LSO	Antonio Amaro  Saucillo hmj 	CST
52	MEX	677		-6	Y	FSA-LSO	Abasolomvd 	CST
52	MEX	686	BC	-8	Y	FSA-LSO	Mexicali, B.C. 	PST
52	MEX	687	SIN	-7	Y	FSA-LSO	Adolfo Ruiz Cortinesqj 	MST
52	MEX	694	SIN	-7	Y	FSA-LSO	Agua Caliente De Garate  Agua Caliente k 	MST
52	MEX	695	SIN	-7	Y	FSA-LSO	Concha, La  La Concepcion w 	MST
52	MEX	696	SIN	-7	Y	FSA-LSO	Bolillo, Elg 	MST
52	MEX	697	SIN	-7	Y	FSA-LSO	Angosturay 	MST
52	MEX	698	SIN	-7	Y	FSA-LSO	Adolfo Lopez Mateos  Jahuara Segundo wfp 	MST
52	MEX	711		-6	Y	FSA-LSO	Oro De Hidalgo, Elh 	CST
52	MEX	712		-6	Y	FSA-LSO	Atlacomulco De Fabelahwk 	CST
52	MEX	713		-6	Y	FSA-LSO	San Nicolas Tlazalah 	CST
52	MEX	714		-6	Y	FSA-LSO	Chalma 	CST
52	MEX	715		-6	Y	FSA-LSO	Heroica Zitacuaro 	CST
52	MEX	716		-6	Y	FSA-LSO	Almoloya De Alquisiraswn 	CST
52	MEX	717		-6	Y	FSA-LSO	Atlatlahucaffe 	CST
52	MEX	718		-6	Y	FSA-LSO	Acambay 	CST
52	MEX	719		-6	Y	FSA-LSO	Emiliano Zapata  Colonia Emiliano Zapata zv 	CST
52	MEX	721		-6	Y	FSA-LSO	Ixtapan De La Salar 	CST
52	MEX	722		-6	Y	FSA-LSO	Toluca, Méx.vg 	CST
52	MEX	723		-6	Y	FSA-LSO	Chiltepec  Chiltepec De Hidalgo q 	CST
52	MEX	724		-6	Y	FSA-LSO	Almoloya De Las Granadasy 	CST
52	MEX	725		-6	Y	FSA-LSO	Cieneguillas De Guadalupeur 	CST
52	MEX	726		-6	Y	FSA-LSO	Amanalco De Becerra 	CST
52	MEX	727		-6	Y	FSA-LSO	Atenango Del Riobwn 	CST
52	MEX	728		-6	Y	FSA-LSO	Lerma, Méx.puy 	CST
52	MEX	731		-6	Y	FSA-LSO	Amayucaj 	CST
52	MEX	732		-6	Y	FSA-LSO	Ajuchitlan Del Progresowq 	CST
52	MEX	733		-6	Y	FSA-LSO	Mayanalán, Gro.rj 	CST
52	MEX	734		-6	Y	FSA-LSO	Zacatepec, Mor.j 	CST
52	MEX	735		-6	Y	FSA-LSO	Cuautla, Mor.aum 	CST
52	MEX	736		-6	Y	FSA-LSO	Acapetlahuayazu 	CST
52	MEX	737		-6	Y	FSA-LSO	Coatetelcodbf 	CST
52	MEX	738		-6	Y	FSA-LSO	Alfajayucan 	CST
52	MEX	739		-6	Y	FSA-LSO	Amatlan De Quetzalcoatl 	CST
52	MEX	741		-6	Y	FSA-LSO	Acatepecvc 	CST
52	MEX	742		-6	Y	FSA-LSO	Atoyac De Alvarezr 	CST
52	MEX	743		-6	Y	FSA-LSO	Acayucasj 	CST
52	MEX	744		-6	Y	FSA-LSO	Acapulco, Gro.g 	CST
52	MEX	745		-6	Y	FSA-LSO	Ayutla De Los Libresj 	CST
52	MEX	746		-6	Y	FSA-LSO	Benito Juarezgha 	CST
52	MEX	747		-6	Y	FSA-LSO	Chilpancingo, Gro.tp 	CST
52	MEX	748		-6	Y	FSA-LSO	Almoloyag 	CST
52	MEX	749		-6	Y	FSA-LSO	Calpulalpanp 	CST
52	MEX	751		-6	Y	FSA-LSO	Ahuehuetzingoae 	CST
52	MEX	753		-6	Y	FSA-LSO	Ciudad Lázaro Cárdenas, Mich.j 	CST
52	MEX	754		-6	Y	FSA-LSO	Apangoyy 	CST
52	MEX	755		-6	Y	FSA-LSO	Zihuatanejo, Gro. 	CST
52	MEX	756		-6	Y	FSA-LSO	Ahuacuotzingou 	CST
52	MEX	757		-6	Y	FSA-LSO	Alcozauca De Guerreroswf 	CST
52	MEX	758		-6	Y	FSA-LSO	Mesas, Lasuu 	CST
52	MEX	759		-6	Y	FSA-LSO	Alberto, Elgi 	CST
52	MEX	761		-6	Y	FSA-LSO	Bellavista Del Riokke 	CST
52	MEX	762		-6	Y	FSA-LSO	Acamixtla 	CST
52	MEX	763		-6	Y	FSA-LSO	Chapantongoqbn 	CST
52	MEX	764		-6	Y	FSA-LSO	Nuevo Necaxaaze 	CST
52	MEX	765		-6	Y	FSA-LSO	Alamosc 	CST
52	MEX	766		-6	Y	FSA-LSO	Gutierrez Zamora 	CST
52	MEX	767		-6	Y	FSA-LSO	Amuco De La Reformangv 	CST
52	MEX	768		-6	Y	FSA-LSO	Amatlanctj 	CST
52	MEX	769		-6	Y	FSA-LSO	Axochiapan 	CST
52	MEX	771		-6	Y	FSA-LSO	Pachuca, Hgo.p 	CST
52	MEX	772		-6	Y	FSA-LSO	Actopan 	CST
52	MEX	773		-6	Y	FSA-LSO	Tepeji del Rio, Hgo. 	CST
52	MEX	774		-6	Y	FSA-LSO	Agua Blanca Iturbide 	CST
52	MEX	775		-6	Y	FSA-LSO	Singuilucan, Hgo.m 	CST
52	MEX	776		-6	Y	FSA-LSO	Acaxochitlanr 	CST
52	MEX	777		-6	Y	FSA-LSO	Cuernavaca, Mor.uq 	CST
52	MEX	778		-6	Y	FSA-LSO	Ajacuba 	CST
52	MEX	779		-6	Y	FSA-LSO	Plazas, Laswu 	CST
52	MEX	781		-6	Y	FSA-LSO	Bajos Del Ejidovzi 	CST
52	MEX	782		-6	Y	FSA-LSO	Poza Rica, Ver. 	CST
52	MEX	783		-6	Y	FSA-LSO	Tuxpan, Ver. 	CST
52	MEX	784		-6	Y	FSA-LSO	Adolfo Ruiz Cortinesvha 	CST
52	MEX	785		-6	Y	FSA-LSO	Cerro Azulsc 	CST
52	MEX	786		-6	Y	FSA-LSO	Agostitlanzrp 	CST
52	MEX	789		-6	Y	FSA-LSO	Atlapexcouk 	CST
52	MEX	791		-6	Y	FSA-LSO	Cides, Losfyu 	CST
52	MEX	797		-6	Y	FSA-LSO	Ahuacatlan 	CST
52	MEX	810		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	811		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	812		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	813		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	814		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	815		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	816		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	817		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	818		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	819		-6	Y	FSA-LSO	Monterrey, N.L. y Zonas Conurbadas 	CST
52	MEX	821		-6	Y	FSA-LSO	Guadalupe  Hacienda De Guadalupe, La ywx 	CST
52	MEX	823		-6	Y	FSA-LSO	Chinaen 	CST
52	MEX	824		-6	Y	FSA-LSO	Ciudad Sabinas Hidalgohp 	CST
52	MEX	825		-6	Y	FSA-LSO	Cienega De Florespqs 	CST
52	MEX	826		-6	Y	FSA-LSO	Aramberri 	CST
52	MEX	828		-6	Y	FSA-LSO	Barranquito, Elq 	CST
52	MEX	829		-6	Y	FSA-LSO	Bustamantes 	CST
52	MEX	831		-6	Y	FSA-LSO	Ciudad Mante, Tamps.q 	CST
52	MEX	832		-6	Y	FSA-LSO	Adolfo Lopez Mateos  Chamal Nuevo  	CST
52	MEX	833		-6	Y	FSA-LSO	Tampico, Tamps.n 	CST
52	MEX	834		-6	Y	FSA-LSO	Ciudad Victoria, Tamps. 	CST
52	MEX	835		-6	Y	FSA-LSO	Abasology 	CST
52	MEX	836		-6	Y	FSA-LSO	Aldamah 	CST
52	MEX	841		-6	Y	FSA-LSO	Burgosaue 	CST
52	MEX	842		-6	Y	FSA-LSO	Concepcion Del Oror 	CST
52	MEX	844		-6	Y	FSA-LSO	Saltillo, Coah.p 	CST
52	MEX	845		-6	Y	FSA-LSO	Ebanopf 	CST
52	MEX	846		-6	Y	FSA-LSO	Chijol 17ry 	CST
52	MEX	861		-6	Y	FSA-LSO	Sabinas, Coah.j 	CST
52	MEX	862		-6	Y	FSA-LSO	Allendeby 	CST
52	MEX	864		-6	Y	FSA-LSO	Ciudad Melchor Muzquiztzc 	CST
52	MEX	866		-6	Y	FSA-LSO	Monclova, Coah. 	CST
52	MEX	867		-6	Y	FSA-LSO	Nuevo Laredo, Tamps.ef 	CST
52	MEX	868		-6	Y	FSA-LSO	Matamoros, Tamps.yjv 	CST
52	MEX	869		-6	Y	FSA-LSO	Cuatrocienegas De Carranzaabw 	CST
52	MEX	871		-6	Y	FSA-LSO	Torreón, Coah.aay 	CST
52	MEX	872		-6	Y	FSA-LSO	Bermejillo 	CST
